Record Indicator,Order Number,Transaction Time,Buy/Sell Indicator,Activity Type,Volume Disclosed,Volume Original,Limit Price,Trigger Price,Market Order Flag,Stop Loss Flag,IO Flag
RM,CE110D5C6A24B09449237A76FB416037,2021-01-20 09:19:24.561157120,B,1,50,500,2860,0,N,N,N
RM,EA80DDEC3AB8409EC3801A3BB6D89E08,2021-01-20 09:19:25.650085376,B,1,69,69,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:25.650146560,B,4,10,10,3020,0,N,N,N
RM,EA80DDEC3AB8409EC3801A3BB6D89E08,2021-01-20 09:19:25.650253312,B,3,69,69,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:25.650299136,B,4,10,10,3010,0,N,N,N
RM,39EC0B6E05BACAE9A11DC546849DD133,2021-01-20 09:19:36.150115840,B,1,67,67,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:36.150192384,B,4,10,10,3020,0,N,N,N
RM,39EC0B6E05BACAE9A11DC546849DD133,2021-01-20 09:19:36.151229952,B,3,67,67,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:36.151275520,B,4,10,10,3010,0,N,N,N
RM,B22E2A7D6FB938E81E6F43E54B14B311,2021-01-20 09:19:39.900115968,B,1,66,66,3015,0,N,N,N
RM,5F3CCAB6677BBF77A0A7A76DC2D737D2,2021-01-20 09:19:39.900146432,S,1,97,97,3135,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:39.900192256,B,4,10,10,3020,0,N,N,N
RM,B22E2A7D6FB938E81E6F43E54B14B311,2021-01-20 09:19:39.900451584,B,3,66,66,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:39.900543232,B,4,10,10,3010,0,N,N,N
RM,5BEF50BAF04E3B89CB16894FB259AB35,2021-01-20 09:19:41.400100608,B,1,65,65,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:41.400176896,B,4,10,10,3020,0,N,N,N
RM,5BEF50BAF04E3B89CB16894FB259AB35,2021-01-20 09:19:41.400253184,B,3,65,65,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:41.400329472,B,4,10,10,3010,0,N,N,N
RM,C06C780D301D0D31E9E066562D78E169,2021-01-20 09:19:42.900100608,B,1,67,67,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:42.900207616,B,4,10,10,3020,0,N,N,N
RM,C06C780D301D0D31E9E066562D78E169,2021-01-20 09:19:42.900268544,B,3,67,67,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:42.900344832,B,4,10,10,3010,0,N,N,N
RM,FCCF444430AAAF4EADAF9162634E8643,2021-01-20 09:19:44.400085504,B,1,67,67,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:44.400161792,B,4,10,10,3020,0,N,N,N
RM,FCCF444430AAAF4EADAF9162634E8643,2021-01-20 09:19:44.400238080,B,3,67,67,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:44.400299008,B,4,10,10,3010,0,N,N,N
RM,636A60B8C87F377524A24DAD40BF51DF,2021-01-20 09:19:45.900115968,B,1,63,63,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:45.900192256,B,4,10,10,3020,0,N,N,N
RM,636A60B8C87F377524A24DAD40BF51DF,2021-01-20 09:19:45.900360192,B,3,63,63,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:45.900421120,B,4,10,10,3010,0,N,N,N
RM,1EA8F1F5F03A7A8A42AD46800A5FFE6E,2021-01-20 09:19:49.370178304,B,1,0,100,3010,0,N,N,N
RM,8D7EF84C1AD7BB3CCA77C8831D00C36A,2021-01-20 09:19:49.370254592,B,1,69,69,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:49.370330880,B,4,10,10,3020,0,N,N,N
RM,8D7EF84C1AD7BB3CCA77C8831D00C36A,2021-01-20 09:19:49.370407168,B,3,69,69,3015,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:49.370483456,B,4,10,10,3015,0,N,N,N
RM,945E38B2CFA564EF18DD2CC3D00DDACB,2021-01-20 09:19:50.400131328,S,1,105,105,3155,0,N,N,N
RM,AEE666E00F5B160A631F76E5BF316E9D,2021-01-20 09:19:50.400146432,B,1,66,66,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:50.400222720,B,4,10,10,3025,0,N,N,N
RM,AEE666E00F5B160A631F76E5BF316E9D,2021-01-20 09:19:50.400405760,B,3,66,66,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:50.400466944,B,4,10,10,3015,0,N,N,N
RM,EFD75247111DC39F5B09F1D4EC803DDD,2021-01-20 09:19:54.900115968,B,1,69,69,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:54.900192256,B,4,10,10,3025,0,N,N,N
RM,EFD75247111DC39F5B09F1D4EC803DDD,2021-01-20 09:19:54.900756736,B,3,69,69,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:54.900833024,B,4,10,10,3015,0,N,N,N
RM,72BBFDE999E60B06D3DCD21D66C9817D,2021-01-20 09:19:58.650115840,B,1,67,67,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:58.650222848,B,4,10,10,3025,0,N,N,N
RM,72BBFDE999E60B06D3DCD21D66C9817D,2021-01-20 09:19:58.651199232,B,3,67,67,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:19:58.651275520,B,4,10,10,3015,0,N,N,N
RM,498F53452FCBF164A0EC4A83F37A26D0,2021-01-20 09:20:00.706573568,B,1,25,25,3085,0,N,N,N
RM,1D5DE3B0EA3CA7EEA2CB69153E6D5461,2021-01-20 09:20:11.400100608,B,1,66,66,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:11.400329472,B,4,10,10,3025,0,N,N,N
RM,1D5DE3B0EA3CA7EEA2CB69153E6D5461,2021-01-20 09:20:11.400726272,B,3,66,66,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:11.400802560,B,4,10,10,3015,0,N,N,N
RM,86487AFF18571A625E5E080AC8D698F0,2021-01-20 09:20:12.900115968,B,1,64,64,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:12.900192256,B,4,10,10,3025,0,N,N,N
RM,86487AFF18571A625E5E080AC8D698F0,2021-01-20 09:20:12.901214720,B,3,64,64,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:12.901291008,B,4,10,10,3015,0,N,N,N
RM,6F061BC01AC1CCB22391868BB0BDF853,2021-01-20 09:20:14.262664704,B,1,0,100,3010,0,N,N,N
RM,1660D18BE8098F16C0AA47AF7513EC3E,2021-01-20 09:20:15.150131200,B,1,66,66,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:15.150207488,B,4,10,10,3025,0,N,N,N
RM,1660D18BE8098F16C0AA47AF7513EC3E,2021-01-20 09:20:19.650115840,B,3,66,66,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:19.650192384,B,4,10,10,3015,0,N,N,N
RM,2913AA6AD3694957AE29632BE08C9EFA,2021-01-20 09:20:21.150131200,B,1,68,68,3020,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:21.150207488,B,4,10,10,3025,0,N,N,N
RM,BA5480330856D248D25F91B56897FF4A,2021-01-20 09:20:22.037780736,B,1,0,17,3025,0,N,N,N
RM,2913AA6AD3694957AE29632BE08C9EFA,2021-01-20 09:20:22.037887488,B,4,63,63,3030,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:22.037963776,B,4,10,10,3035,0,N,N,N
RM,8BC7D7B5147637FDED20218FCCA8008B,2021-01-20 09:20:22.037963776,S,1,66,66,3080,0,N,N,N
RM,BD9BAE2C4D3F1378952DCD7D595BABF1,2021-01-20 09:20:22.038040064,S,1,90,90,3175,0,N,N,N
RM,00E3BD9E1B9620BF5173C627264FE600,2021-01-20 09:20:22.038055424,S,1,90,90,3175,0,N,N,N
RM,A802DE15D3748855F9A1036E73E5C566,2021-01-20 09:20:22.038055424,B,1,92,92,2925,0,N,N,N
RM,2913AA6AD3694957AE29632BE08C9EFA,2021-01-20 09:20:22.038223360,B,3,63,63,3030,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:20:22.038284288,B,4,10,10,3030,0,N,N,N
RM,8BC7D7B5147637FDED20218FCCA8008B,2021-01-20 09:20:22.038360576,S,3,66,66,3080,0,N,N,N
RM,F51E340E9E6D20AC5E847BDEE54093C0,2021-01-20 09:20:46.650115840,B,1,90,90,3005,0,N,N,N
RM,17E1E8B802986AE2DDA6B80DDECABCF9,2021-01-20 09:20:46.650131200,B,1,90,90,2965,0,N,N,N
RM,71E7E5BC3417CB45A540057DAC18D9E4,2021-01-20 09:20:48.900115968,S,1,70,70,3080,0,N,N,N
RM,71E7E5BC3417CB45A540057DAC18D9E4,2021-01-20 09:20:50.400161792,S,3,70,70,3080,0,N,N,N
RM,C95C22EEC88D4A47603D5665211F3542,2021-01-20 09:20:59.400115968,B,1,102,102,2965,0,N,N,N
RM,6A0ED9A87C4CC71EBCABA89DB9580BE2,2021-01-20 09:21:12.900115968,B,1,68,68,3035,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:21:12.900192256,B,4,10,10,3040,0,N,N,N
RM,6A0ED9A87C4CC71EBCABA89DB9580BE2,2021-01-20 09:21:12.900283904,B,3,68,68,3035,0,N,N,N
RM,6AA5CD7D9C13C1DC5F0BEB62DC64B9B0,2021-01-20 09:21:12.900283904,S,1,66,66,3080,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:21:12.900344832,B,4,10,10,3030,0,N,N,N
RM,6AA5CD7D9C13C1DC5F0BEB62DC64B9B0,2021-01-20 09:21:12.901214720,S,3,66,66,3080,0,N,N,N
RM,5A35F3AD9FA412CFC1F2B7AACFE05AD8,2021-01-20 09:21:14.724258304,S,1,0,15,3085,0,N,N,N
RM,6A7919FB1E1070638D11A59651D88544,2021-01-20 09:21:31.221862912,B,1,0,18,3045,0,N,N,N
RM,8253C8A980682D7E67CD2CC8CF680E31,2021-01-20 09:21:31.221939200,B,4,10,10,3050,0,N,N,N
RM,45C8102CCD0CBFC0488BD295AAF3F1BE,2021-01-20 09:21:31.221939200,S,1,69,69,3080,0,N,N,N
RM,94261BD2673C0DF8A9D2A99E86BD86A0,2021-01-20 09:21:47.543884288,S,1,44,440,3090,0,N,N,N
RM,98774546A0343F162F64AFAB90DA2877,2021-01-20 09:22:24.162460416,S,1,0,500,3200,0,N,N,N
RM,3557FB0A92F8573BC1FAB731A0C81F57,2021-01-20 09:22:24.162551808,B,1,102,102,3025,0,N,N,N
RM,1E28C2C02A5C5AE10D08B9923A815CCD,2021-01-20 09:22:24.162582272,B,1,102,102,2985,0,N,N,N
RM,506ABEBB797C673FDBEB17BE0F798730,2021-01-20 09:24:00.822738688,S,4,1000,5036,3050,0,N,N,N
RM,4E18DEFDAC2058EE0C30715A688F8B71,2021-01-20 09:24:00.822860800,B,1,10,10,3015,0,N,N,N
RM,BB051922E428AFA7B8D2CBD750E0B296,2021-01-20 09:24:00.822875904,S,1,10,10,3045,0,N,N,N
RM,45C8102CCD0CBFC0488BD295AAF3F1BE,2021-01-20 09:24:01.650070272,S,4,66,66,3050,0,N,N,N
RM,1E9B0E38CEE38BBB52E3C1B832C6E100,2021-01-20 09:24:01.650070272,B,1,94,94,2925,0,N,N,N
RM,617E202405899EDD1809D19BF68AC353,2021-01-20 09:24:07.994186496,S,1,0,90,3305,0,N,N,N
RM,506ABEBB797C673FDBEB17BE0F798730,2021-01-20 09:24:15.917358336,S,4,990,5026,3300,0,N,N,N
RM,4E18DEFDAC2058EE0C30715A688F8B71,2021-01-20 09:24:15.917434624,B,4,10,10,3050,0,N,N,N
RM,77855559B292A257D83C0621358F2ED6,2021-01-20 09:24:15.917526272,B,1,100,100,3045,0,N,N,N
RM,43624C3F6C2C1B480BD125F165413D90,2021-01-20 09:24:15.917541376,B,1,100,100,3005,0,N,N,N
RM,F839CC523D53AB970BDB9D7F04F70B2F,2021-01-20 09:24:15.917556736,B,1,10,10,3050,0,N,N,N
RM,4586C85C7043AAF86FCA380D87A92E1C,2021-01-20 09:24:15.917572096,S,1,10,10,3080,0,N,N,N
RM,60BD52D584EDBCBBC3E3B02272D0F370,2021-01-20 09:24:15.917587200,S,1,104,104,3115,0,N,N,N
RM,A867E8EA6127F2DE0E0FE3F8BCAD3C1A,2021-01-20 09:24:15.917617920,B,1,65,65,3050,0,N,N,N
RM,45C8102CCD0CBFC0488BD295AAF3F1BE,2021-01-20 09:24:15.917663488,S,3,46,66,3050,0,N,N,N
RM,A867E8EA6127F2DE0E0FE3F8BCAD3C1A,2021-01-20 09:24:15.918274048,B,3,65,65,3050,0,N,N,N
RM,CA2394B1AB6569206797941AA9B4AC3C,2021-01-20 09:24:17.400146432,S,1,65,65,3075,0,N,N,N
RM,A2F1B77227E011948CE51EE334453D81,2021-01-20 09:24:17.400146432,S,1,101,101,3075,0,N,N,N
RM,4586C85C7043AAF86FCA380D87A92E1C,2021-01-20 09:24:17.400222720,S,4,10,10,3070,0,N,N,N
RM,CA2394B1AB6569206797941AA9B4AC3C,2021-01-20 09:24:17.400497408,S,4,63,63,3065,0,N,N,N
RM,C7196D63C1565325F59CC897C8A5206D,2021-01-20 09:24:17.400497408,B,1,64,64,3050,0,N,N,N
RM,4586C85C7043AAF86FCA380D87A92E1C,2021-01-20 09:24:17.400573696,S,4,10,10,3060,0,N,N,N
RM,CA2394B1AB6569206797941AA9B4AC3C,2021-01-20 09:24:17.400634880,S,3,63,63,3065,0,N,N,N
RM,4586C85C7043AAF86FCA380D87A92E1C,2021-01-20 09:24:17.400695808,S,4,10,10,3070,0,N,N,N
RM,506ABEBB797C673FDBEB17BE0F798730,2021-01-20 09:24:34.771636992,S,4,990,5026,3050,0,N,N,N
RM,4586C85C7043AAF86FCA380D87A92E1C,2021-01-20 09:24:34.771743744,S,4,10,10,3045,0,N,N,N
RM,77855559B292A257D83C0621358F2ED6,2021-01-20 09:24:34.771789568,B,3,98,100,3045,0,N,N,N
RM,B1B4454E023E48622DC41DAB7A9CF4B8,2021-01-20 09:24:34.771850496,B,1,3,3,3030,0,N,N,N
RM,3D85AB3656308983E31418277101BE59,2021-01-20 09:24:34.771911680,S,1,5,5,3045,0,N,N,N
RM,B1B4454E023E48622DC41DAB7A9CF4B8,2021-01-20 09:24:34.771972608,B,4,3,3,3015,0,N,N,N
RM,B1B4454E023E48622DC41DAB7A9CF4B8,2021-01-20 09:24:34.772094720,B,4,3,3,3030,0,N,N,N
RM,58FB4CB29F6B5C4E87B3A17A5D912850,2021-01-20 09:24:36.150115840,B,1,97,97,2905,0,N,N,N
RM,D8DA0D47BDE36F7DDCB556BDD0C5DC72,2021-01-20 09:24:36.150207488,S,1,65,65,3045,0,N,N,N
RM,3F59FDB2A86B481F9148FA59597EA87A,2021-01-20 09:24:36.150222848,B,1,87,87,2905,0,N,N,N
RM,B1B4454E023E48622DC41DAB7A9CF4B8,2021-01-20 09:24:36.150375424,B,4,3,3,3015,0,N,N,N
RM,3D85AB3656308983E31418277101BE59,2021-01-20 09:24:36.150390528,S,4,5,5,3040,0,N,N,N
RM,D8DA0D47BDE36F7DDCB556BDD0C5DC72,2021-01-20 09:24:36.151260416,S,3,65,65,3045,0,N,N,N
RM,B1B4454E023E48622DC41DAB7A9CF4B8,2021-01-20 09:24:36.151321344,B,4,3,3,3030,0,N,N,N
RM,3D85AB3656308983E31418277101BE59,2021-01-20 09:24:36.151336704,S,4,5,5,3045,0,N,N,N
RM,506ABEBB797C673FDBEB17BE0F798730,2021-01-20 09:24:41.807510272,S,4,926,4962,3300,0,N,N,N
RM,3D85AB3656308983E31418277101BE59,2021-01-20 09:24:41.807601920,S,4,5,5,3070,0,N,N,N
RM,A2F1B77227E011948CE51EE334453D81,2021-01-20 09:24:41.808593664,S,3,101,101,3075,0,N,N,N
RM,3D85AB3656308983E31418277101BE59,2021-01-20 09:24:41.808731136,S,4,5,5,3080,0,N,N,N
RM,D04DD4CB680A524C95EAB5D0A38452FF,2021-01-20 09:24:42.900146432,B,1,66,66,3030,0,N,N,N
RM,8D73E4E544C06EABE3A340D4C01EDCE6,2021-01-20 09:25:23.317550592,S,1,0,100,3305,0,N,N,N
RM,6CB34CB18097C5338E83556C731E1DDE,2021-01-20 09:25:32.824127232,B,1,0,15,3080,0,N,N,N
RM,D04DD4CB680A524C95EAB5D0A38452FF,2021-01-20 09:25:32.824218624,B,3,66,66,3030,0,N,N,N
RM,8E65760986BBB6DB66986272C5339626,2021-01-20 09:25:32.824233984,S,1,63,63,3085,0,N,N,N
RM,F7BA0E146A19B1AEE4352B7EBA169007,2021-01-20 09:25:32.824233984,S,1,103,103,3195,0,N,N,N
RM,03B048203616A108B25295F18A695BF0,2021-01-20 09:25:32.824249344,S,1,103,103,3195,0,N,N,N
RM,6CB4DF34056123F4905187158CB1AA26,2021-01-20 09:25:32.824310272,S,1,91,91,3215,0,N,N,N
RM,5CD19A7E627A49B85113D3071AEE7414,2021-01-20 09:25:35.400115968,S,1,95,95,3215,0,N,N,N
RM,7DDF3D321B46D341B38ED216E79BCFF6,2021-01-20 09:25:42.578552320,B,1,0,200,2810,0,N,N,N
RM,0842A1C90006706DF1BEFAA98705E620,2021-01-20 09:25:50.514236416,S,1,0,200,3080,0,N,N,N
RM,8E65760986BBB6DB66986272C5339626,2021-01-20 09:25:50.514328064,S,3,63,63,3085,0,N,N,N
RM,5F3A33CC364921E689E01E078F565F33,2021-01-20 09:25:54.900115968,S,1,66,66,3075,0,N,N,N
RM,AABC5A8C48AAC13EDD5506F26D740A99,2021-01-20 09:25:55.427993856,B,4,0,500,2735,0,N,N,N
RM,5F3A33CC364921E689E01E078F565F33,2021-01-20 09:25:55.428085248,S,3,66,66,3075,0,N,N,N
RM,DFDAAF856135C2C8D1FF5B5D20666D71,2021-01-20 09:25:59.400115968,S,1,68,68,3075,0,N,N,N
RM,DFDAAF856135C2C8D1FF5B5D20666D71,2021-01-20 09:26:00.900100608,S,3,68,68,3075,0,N,N,N
RM,AABC5A8C48AAC13EDD5506F26D740A99,2021-01-20 09:26:01.251357952,B,4,0,1000,2735,0,N,N,N
RM,4BBA411B9CE6EBB3D7DDA0EE86F969B8,2021-01-20 09:26:01.251449600,S,1,67,67,3075,0,N,N,N
RM,1F58EEABF7995E9B424FBF4063FF51BF,2021-01-20 09:26:05.057525760,B,4,50,285,3030,0,N,N,N
