Record Indicator,Order Number,Transaction Time,Buy/Sell Indicator,Activity Type,Volume Disclosed,Volume Original,Limit Price,Trigger Price,Market Order Flag,Stop Loss Flag,IO Flag
RM,A9CF04504D02E6E6882D8932A4FBB891,2021-01-20 09:15:01.810623232,B,1,50,500,19150,0,N,N,N
RM,8ED048DF2A204533AA4FA6F16A47E2E8,2021-01-20 09:15:04.785049344,B,1,105,105,18960,0,N,N,N
RM,74908E6D6896AC9671A213159EC56553,2021-01-20 09:15:07.035095296,B,1,97,97,18790,0,N,N,N
RM,2C8A1A60B7E6049A66B000DF541DF7DB,2021-01-20 09:15:07.193985024,B,1,200,200,18500,0,N,N,N
RM,4FC6C05C25E59070260E36A8FAA0D9A9,2021-01-20 09:15:09.285095168,S,1,100,100,19715,0,N,N,N
RM,C60299B2922C1FBCB53470921AF80364,2021-01-20 09:15:13.360427776,S,1,0,50,20345,0,N,N,N
RM,EFD8615E309CFFEB2AC03906B417CD9B,2021-01-20 09:15:14.535064576,B,1,101,101,18620,0,N,N,N
RM,EDB5BBC7A9E3DAF88AA7385DAD0700DD,2021-01-20 09:15:16.785095168,B,1,107,107,18450,0,N,N,N
RM,F05946E99CB30630D1F42D5FFB735631,2021-01-20 09:15:17.773849600,B,1,0,100,18500,0,N,N,N
RM,2174390D9425BE8C4E940E4D43670125,2021-01-20 09:15:19.035064576,S,1,100,100,19545,0,N,N,N
RM,8D11633F00000D47862F58488DC8108A,2021-01-20 09:15:19.918853632,B,1,0,1,0,0,Y,N,N
RM,AE86ED049496B38CB0AA3FBF74CFB039,2021-01-20 09:15:23.535064576,S,1,103,103,19885,0,N,N,N
RM,40751875232180B3FA57419284D2CAF2,2021-01-20 09:15:26.535095296,S,1,94,94,20055,0,N,N,N
RM,C96289D2DDA1BD46F6C7FEAFBF32B021,2021-01-20 09:15:43.350311168,B,1,89,89,19130,0,N,N,N
RM,C96289D2DDA1BD46F6C7FEAFBF32B021,2021-01-20 09:15:56.358337280,B,3,89,89,19130,0,N,N,N
RM,8B57A177A03F858AF573CF8B74DF1E65,2021-01-20 09:15:58.377883904,B,1,0,1,0,0,Y,N,N
RM,B9A67C69868913E2392C3DC158ED50EA,2021-01-20 09:15:58.378494208,S,1,0,100,18415,0,N,N,N
RM,8F155AA7E09A242B61D14767D3EFE99E,2021-01-20 09:15:58.378509568,S,1,0,10,19010,0,N,N,N
RM,DE671091BA3C1DF85D75288B623EF1FE,2021-01-20 09:15:58.378570496,S,1,0,10,19010,0,N,N,N
RM,5CA6983A7C1227414B80F58CA792B7E1,2021-01-20 09:15:58.378707968,S,1,0,10,19010,0,N,N,N
RM,B703B91514769637241A29C9291C0151,2021-01-20 09:15:58.378768896,S,1,0,10,19010,0,N,N,N
RM,5B43420499E5D42C0CCE5EEF7F9B6BAB,2021-01-20 09:15:58.379104512,S,1,0,100,18415,0,N,N,N
RM,C52DAC2F80526D1C4C8A201ACB3B6B51,2021-01-20 09:15:58.379119872,S,1,0,10,19010,0,N,N,N
RM,C3B08E8A02AA5098658B3EA368128780,2021-01-20 09:15:58.379287808,S,1,0,10,19010,0,N,N,N
RM,00843D48ACD82B9CAC5F6B85950F683A,2021-01-20 09:15:58.379333376,S,1,0,10,19010,0,N,N,N
RM,599FBC96BB9136D0B35E0FCF0DC56E20,2021-01-20 09:15:58.379486208,S,1,0,10,19010,0,N,N,N
RM,B56B2CBF60F526A89237D394B1178ABA,2021-01-20 09:15:58.379684352,S,1,0,100,18415,0,N,N,N
RM,B6061C3A3D8B01C6CF3DFB5A4AC1159A,2021-01-20 09:15:58.379776000,S,1,0,10,19010,0,N,N,N
RM,65B9FE22EF9599B6E066365191064566,2021-01-20 09:15:58.379913216,S,1,0,8,19010,0,N,N,N
RM,FCB2A3743B599D29501D289FD7B69443,2021-01-20 09:15:58.379974400,S,1,0,10,19010,0,N,N,N
RM,BCC3B4C9C9E763AAA22955D6703A2DD7,2021-01-20 09:15:58.380096512,S,1,0,10,19010,0,N,N,N
RM,999DDF16736AE678EC73AB4E6970A4FA,2021-01-20 09:15:58.380187904,S,1,51,51,19370,0,N,N,N
RM,7A7D8F510C6B465E05ACFC64055CDDC3,2021-01-20 09:15:58.380279552,S,1,0,100,18415,0,N,N,N
RM,67F66B1E8CC26075076EF99A96BD320E,2021-01-20 09:15:58.380584704,S,1,0,10,19010,0,N,N,N
RM,E3723EF4AE4F1679AAE0468BB54AAABC,2021-01-20 09:15:58.380660992,S,1,0,4,19010,0,N,N,N
RM,4DE779ABE1040C1AB0078C24CB1F329B,2021-01-20 09:15:58.380706816,S,1,0,10,19010,0,N,N,N
RM,0C4841DE66C400CF709494BA3B6F4975,2021-01-20 09:15:58.380844032,S,1,0,100,18415,0,N,N,N
RM,9DAF95A98BFA826100223A759A358C21,2021-01-20 09:15:58.380981504,S,1,0,8,19010,0,N,N,N
RM,1A53AD784661DEC88D06A5DAD4DB69F6,2021-01-20 09:15:58.381195008,S,1,0,10,19010,0,N,N,N
RM,D559F3498A44998094A98A9D9555A1E9,2021-01-20 09:15:58.381332480,S,1,0,8,19010,0,N,N,N
RM,8FEDC6DC392B49C01D97C3F6FE621710,2021-01-20 09:15:58.381362944,S,1,0,10,19010,0,N,N,N
RM,8C33C936C7953BC9412235A0AE4AD63A,2021-01-20 09:15:58.381393408,S,1,0,100,18415,0,N,N,N
RM,D7513C3D8F0A2841B5021426469F216A,2021-01-20 09:15:58.381805312,S,1,0,10,19010,0,N,N,N
RM,B2C654A40F3422EFD723263AED7354BB,2021-01-20 09:15:58.381988608,S,1,0,100,18415,0,N,N,N
RM,2F5772E0AFF7D7D2989B807F276E8A0F,2021-01-20 09:15:58.382019072,S,1,0,10,19010,0,N,N,N
RM,CB278F525DDA82E2B8A166A10BF745CB,2021-01-20 09:15:58.382080000,S,1,0,2,19010,0,N,N,N
RM,CF1C5F01D1C00C60064584894DDD6F94,2021-01-20 09:15:58.382430976,S,1,0,10,19010,0,N,N,N
RM,064C2BEF21504D8673C618B15A575B6D,2021-01-20 09:15:58.382721024,S,1,0,100,18415,0,N,N,N
RM,173ADC57BA8AEC78060598C98F9571F2,2021-01-20 09:15:58.382797312,S,1,0,10,19010,0,N,N,N
RM,73118AB35DFAE73B74F48C65BE825345,2021-01-20 09:15:58.382827776,S,1,0,10,19010,0,N,N,N
RM,EC1749EA321488F1630F12661972F2B3,2021-01-20 09:15:58.383026176,S,1,0,10,19010,0,N,N,N
RM,52BB05103F6FF672B684D74AC25B9795,2021-01-20 09:15:58.383270144,S,1,0,57,18415,0,N,N,N
RM,CF5D086400BB4E53AD2D40FC17EE5781,2021-01-20 09:15:58.383956992,S,1,0,8,19010,0,N,N,N
RM,999DDF16736AE678EC73AB4E6970A4FA,2021-01-20 09:16:01.785095168,S,3,51,51,19370,0,N,N,N
RM,3A52D97C6588EF93301530A9067581D6,2021-01-20 09:16:01.785171456,B,1,51,51,19105,0,N,N,N
RM,3A6C92790C0A4FD2C535A1D2A828EC24,2021-01-20 09:16:02.498519808,B,1,0,1,0,0,Y,N,N
RM,FA883C3394102BA7C11652B58000517C,2021-01-20 09:16:03.847641088,S,1,0,500,19200,0,N,N,N
RM,3A52D97C6588EF93301530A9067581D6,2021-01-20 09:16:03.847747840,B,3,51,51,19105,0,N,N,N
RM,8ED048DF2A204533AA4FA6F16A47E2E8,2021-01-20 09:16:03.847762944,B,3,105,105,18960,0,N,N,N
RM,C01E7D484A0B4AF4C1E171EB27F7DEA9,2021-01-20 09:16:04.785064704,S,1,47,47,19195,0,N,N,N
RM,44053F941A0912AA6B22C4EE067DC293,2021-01-20 09:16:08.507766784,B,1,0,1,0,0,Y,N,N
RM,FC6CE985E35419D55DBA01FC096EAFC9,2021-01-20 09:16:09.137512192,S,1,0,500,19100,0,N,N,N
RM,C01E7D484A0B4AF4C1E171EB27F7DEA9,2021-01-20 09:16:09.137603840,S,3,46,47,19195,0,N,N,N
RM,BA22CC742658320F0C868201C39B3753,2021-01-20 09:16:09.502777088,B,1,0,3,19120,0,N,N,N
RM,2F1A5F59311BAF35EB51432A5B8001B2,2021-01-20 09:16:09.699356160,S,1,0,50,19900,0,N,N,N
RM,FC6CE985E35419D55DBA01FC096EAFC9,2021-01-20 09:16:09.847381504,S,3,0,500,19100,0,N,N,N
RM,0791C2FD0242BA3231A842BDB07EF718,2021-01-20 09:16:10.466049280,S,3,0,49,19375,0,N,N,N
RM,637650DD6BDCC57A6F1365EFA4858E14,2021-01-20 09:16:11.535095296,S,1,51,51,19195,0,N,N,N
RM,FA883C3394102BA7C11652B58000517C,2021-01-20 09:16:11.554397696,S,3,0,500,19200,0,N,N,N
RM,637650DD6BDCC57A6F1365EFA4858E14,2021-01-20 09:16:11.554473984,S,3,51,51,19195,0,N,N,N
RM,0C427935A64468690A0D18E40BEE2B84,2021-01-20 09:16:11.973937920,B,3,0,500,19005,0,N,N,N
RM,F66F82D40A8D1F627305748A3B1B71EF,2021-01-20 09:16:11.974044672,B,1,51,51,19005,0,N,N,N
RM,2D2B76E2E26137E454845C477C5AB301,2021-01-20 09:16:14.743621888,B,1,0,1,0,0,Y,N,N
RM,72ADFECCDC70D64405F5BF4E7B604BB6,2021-01-20 09:16:18.205032448,B,1,0,500,19005,0,N,N,N
RM,2274AC6B4230B3F5B7943027581F325D,2021-01-20 09:16:23.553268480,B,1,0,2,19100,0,N,N,N
RM,F66F82D40A8D1F627305748A3B1B71EF,2021-01-20 09:16:25.035079936,B,4,52,52,19010,0,N,N,N
RM,03202AB470B18A721C6F534DBE9206CE,2021-01-20 09:16:25.035095296,B,1,106,106,18960,0,N,N,N
RM,D23C6417DAC6BE7C8C2853BCA47F11BE,2021-01-20 09:16:25.035171584,S,1,47,47,19375,0,N,N,N
RM,F66F82D40A8D1F627305748A3B1B71EF,2021-01-20 09:16:25.035262976,B,3,52,52,19010,0,N,N,N
RM,D23C6417DAC6BE7C8C2853BCA47F11BE,2021-01-20 09:16:25.036239616,S,3,47,47,19375,0,N,N,N
RM,83508E954169C0C8952754063C666CCF,2021-01-20 09:16:25.036331264,B,1,52,52,19010,0,N,N,N
RM,0A64BD3D819663D0B5E6FE45006F6B0F,2021-01-20 09:16:25.430343680,S,1,0,200,19300,0,N,N,N
RM,83508E954169C0C8952754063C666CCF,2021-01-20 09:16:25.430435072,B,3,52,52,19010,0,N,N,N
RM,E6E0ABC8977C9EE31A61BD01F26A6D21,2021-01-20 09:16:26.535064576,S,1,48,48,19295,0,N,N,N
RM,7250D32A2B635EAB0CB2B842601EF846,2021-01-20 09:16:27.112503040,B,1,200,2000,19050,0,N,N,N
RM,4DB373AF44B3FBF8C7D4FFA0765FA15C,2021-01-20 09:16:27.742980864,B,1,0,1,0,0,Y,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:16:27.982376192,S,1,0,250,19340,0,N,N,N
RM,3B6A24FA962D0155B5ABBE0FD147B313,2021-01-20 09:16:30.956497152,B,1,0,1,0,0,Y,N,N
RM,8F0977776E367F2B3E6D624B31721D09,2021-01-20 09:16:34.955886848,B,1,0,1,0,0,Y,N,N
RM,EAB7E437045E823E768AAB055CB382CB,2021-01-20 09:16:36.285049344,S,1,92,92,19375,0,N,N,N
RM,957E670D160A56BFBC7601B526553E23,2021-01-20 09:16:43.904632576,B,1,0,1,0,0,Y,N,N
RM,60B44FEB318292B8B150CF176102188B,2021-01-20 09:16:48.566299392,S,4,250,2500,20290,0,N,N,N
RM,93EBE9D7DA81ACC7101E052E10206F57,2021-01-20 09:16:50.876602112,B,1,0,1,0,0,Y,N,N
RM,543955954672557C975ED03A67596586,2021-01-20 09:16:51.213913088,S,4,250,2500,20140,0,N,N,N
RM,03FEF17B27CD905072E19868B2B52854,2021-01-20 09:16:56.869674752,S,1,0,65,20300,0,N,N,N
RM,07D26BB0CF8548BA12F709E0EFDDC822,2021-01-20 09:16:57.662811392,B,1,10,100,19100,0,N,N,N
RM,4473B21677892526F652671D4FC50E48,2021-01-20 09:17:00.329391360,B,1,0,2,0,0,Y,N,N
RM,87432B18B44BB4D92CF38CB433A08F84,2021-01-20 09:17:01.748001024,B,1,0,101,19000,0,N,N,N
RM,313FC579AE7A348C9ED2B33D03928D0D,2021-01-20 09:17:09.285080064,B,1,89,89,18535,0,N,N,N
RM,87432B18B44BB4D92CF38CB433A08F84,2021-01-20 09:17:19.516876288,B,4,0,101,18900,0,N,N,N
RM,85302FC4B4262CDD476A2BA43398DDEC,2021-01-20 09:17:28.755478016,S,1,0,500,19300,0,N,N,N
RM,777FC26CEE2A422628A15443B8634597,2021-01-20 09:17:33.461776640,B,1,0,10,19000,0,N,N,N
RM,9D7D9813484F39DD471A2768E645E269,2021-01-20 09:18:01.035140864,S,1,104,104,19545,0,N,N,N
RM,6BEF37301D92B5FDD51CE4BFA33F967E,2021-01-20 09:18:02.743865856,B,1,0,5,0,0,Y,N,N
RM,67D7309AC1CF694BCDA857F0684ACB66,2021-01-20 09:18:04.035095296,S,1,88,88,19630,0,N,N,N
RM,CBD5D9C79E10B5767524C45546F66E9A,2021-01-20 09:18:05.535095296,S,1,102,102,19715,0,N,N,N
RM,E6E0ABC8977C9EE31A61BD01F26A6D21,2021-01-20 09:18:07.633117696,S,3,36,48,19295,0,N,N,N
RM,532A445E397FBFC874120E672E3CDB31,2021-01-20 09:18:08.535095296,S,1,106,106,19800,0,N,N,N
RM,CE397C8D76FE269B6DD6517868DB3D65,2021-01-20 09:18:14.924224768,B,1,0,10,0,0,Y,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:18:19.357559296,S,4,0,250,19295,0,N,N,N
RM,3AF0C51756E0E9323327CAFA1C9F4520,2021-01-20 09:18:20.535079936,S,1,47,47,19290,0,N,N,N
RM,E4CB74448C3B49204DDC0BDA8919D491,2021-01-20 09:18:20.535095296,S,1,99,99,19885,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:18:22.708679168,S,4,0,250,19285,0,N,N,N
RM,7ED0F6CA8C7234DD18A61F0499F55E55,2021-01-20 09:18:22.844345088,B,1,0,10,0,0,Y,N,N
RM,3AF0C51756E0E9323327CAFA1C9F4520,2021-01-20 09:18:22.844436736,S,3,47,47,19290,0,N,N,N
RM,F2DC4903AFCF4F5DED00051E5D1A5104,2021-01-20 09:18:25.785095168,S,1,49,49,19280,0,N,N,N
RM,9AD98B409C33FB6D5A3BF91BDD0967CF,2021-01-20 09:18:25.785095168,S,1,97,97,19460,0,N,N,N
RM,F967E25F61EB4FBE0FDBD4591FC64BC5,2021-01-20 09:18:25.785095168,S,1,97,97,19970,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:18:26.459625216,S,4,0,163,19285,0,N,N,N
RM,F2DC4903AFCF4F5DED00051E5D1A5104,2021-01-20 09:18:26.459701504,S,3,49,49,19280,0,N,N,N
RM,0A64BD3D819663D0B5E6FE45006F6B0F,2021-01-20 09:18:26.884338432,S,3,0,200,19300,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:18:31.107635456,S,4,0,363,19285,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:18:32.614288384,S,4,0,363,19280,0,N,N,N
RM,A2FB012C2751E6729E03A73EDC900D14,2021-01-20 09:18:34.035095296,B,1,94,94,18790,0,N,N,N
RM,0A7DE79ACA099566B6A3D8C60F98EA46,2021-01-20 09:18:34.035232512,B,1,105,105,18705,0,N,N,N
RM,105A4DB2B47740E10301DADBC92160BB,2021-01-20 09:18:35.535079936,B,1,109,109,18620,0,N,N,N
RM,8D71A04D3EB7D399B55959F527B5B284,2021-01-20 09:18:37.785095168,B,1,106,106,18535,0,N,N,N
RM,AC2118415D65998DFFA883A22A7905D9,2021-01-20 09:18:37.785110528,S,1,106,106,20055,0,N,N,N
RM,EE773997D28821DC876D5AB031B8FCB7,2021-01-20 09:18:40.785110528,B,1,105,105,18450,0,N,N,N
RM,87432B18B44BB4D92CF38CB433A08F84,2021-01-20 09:18:44.221237248,B,3,0,101,18900,0,N,N,N
RM,031F73F860CD85D7719715C7C25D6A37,2021-01-20 09:18:53.082519552,B,1,0,1,19000,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:19:31.935714816,S,4,0,163,19280,0,N,N,N
RM,774244F941E4E3ACCBD8110DA315F9AE,2021-01-20 09:19:33.944274944,B,1,0,100,18500,0,N,N,N
RM,AAAD8B3166882EFB233D4F241FFDC0F1,2021-01-20 09:19:35.260116480,B,1,0,200,19105,0,N,N,N
RM,55F16DEEBADC59DF12DCE1D8A77F99AA,2021-01-20 09:19:35.260208128,B,1,49,49,19110,0,N,N,N
RM,C6BB7C2B2F8814CD6B86C215B0305F98,2021-01-20 09:19:35.553390592,B,1,50,500,19100,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:19:37.933532672,S,4,0,163,19290,0,N,N,N
RM,85302FC4B4262CDD476A2BA43398DDEC,2021-01-20 09:19:39.417144832,S,4,0,500,19285,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:19:42.138793984,S,4,0,163,19295,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:19:43.695877120,S,4,0,163,19280,0,N,N,N
RM,AAAD8B3166882EFB233D4F241FFDC0F1,2021-01-20 09:20:06.622284032,B,4,0,200,19115,0,N,N,N
RM,55F16DEEBADC59DF12DCE1D8A77F99AA,2021-01-20 09:20:07.785080064,B,4,47,47,19120,0,N,N,N
RM,5426FF9E81EED68B3CC44B88210BCFEA,2021-01-20 09:20:07.785156352,S,1,50,50,19275,0,N,N,N
RM,548FCE60C23EA454B50ED3C8D6FA43D2,2021-01-20 09:20:07.785156352,S,1,91,91,19630,0,N,N,N
RM,AAAD8B3166882EFB233D4F241FFDC0F1,2021-01-20 09:20:11.112289536,B,4,0,500,19115,0,N,N,N
RM,AAAD8B3166882EFB233D4F241FFDC0F1,2021-01-20 09:20:12.224166912,B,4,0,500,19120,0,N,N,N
RM,53B3569BE400A30E7ECAC46839E15041,2021-01-20 09:20:22.246505728,B,1,0,1,0,0,Y,N,N
RM,0A795463E6626A2DC386ACAE62C1D944,2021-01-20 09:20:24.727004928,B,1,0,1,0,0,Y,N,N
RM,20E640F3C9DED6203481463D6A067F87,2021-01-20 09:20:25.325729280,B,1,0,101,18800,0,N,N,N
RM,3047A1990E5A529614827EA37C33B5E1,2021-01-20 09:20:26.668624896,B,1,0,1,0,0,Y,N,N
RM,70F5F2F8E10BFE411418AAA3BF0AC887,2021-01-20 09:20:29.097106944,B,1,0,25,18600,0,N,N,N
RM,0D0064BB2C49D367BA4FBD1343DEC9BE,2021-01-20 09:20:29.143478272,B,1,0,100,0,0,Y,N,N
RM,12F49D5DA66BF79BA33AF5AB2C8AC3B7,2021-01-20 09:20:30.285064704,S,1,47,47,19275,0,N,N,N
RM,25DA5DA424F903D6788895291C1351D1,2021-01-20 09:20:31.993392896,S,3,0,163,19280,0,N,N,N
RM,905037099CD2E9933B107D77762AE26E,2021-01-20 09:20:32.001510656,B,1,0,1,0,0,Y,N,N
RM,12F49D5DA66BF79BA33AF5AB2C8AC3B7,2021-01-20 09:20:32.004745472,S,3,46,47,19275,0,N,N,N
RM,F5BEBDE00AECD30F7F5789B19FE977B4,2021-01-20 09:20:34.035110400,S,1,104,104,19800,0,N,N,N
RM,C324259AFA725ACAF025EF1B4A666E1F,2021-01-20 09:20:35.165206784,S,1,48,48,19280,0,N,N,N
RM,31008B46383F2A6CB244307069AE2FAF,2021-01-20 09:20:37.035095296,B,1,109,109,19045,0,N,N,N
RM,DEF8A7E5171AF9C9AA71A871193F98E2,2021-01-20 09:20:37.035095296,B,1,109,109,18875,0,N,N,N
RM,E59B58E987F8E4F5B808CE540029E2F8,2021-01-20 09:20:37.725768960,B,1,0,1,0,0,Y,N,N
RM,C324259AFA725ACAF025EF1B4A666E1F,2021-01-20 09:20:38.535736064,S,3,47,48,19280,0,N,N,N
RM,9853A9FC6B4F7598DA8564B90AD795F9,2021-01-20 09:20:40.999862784,B,1,0,500,19125,0,N,N,N
RM,55F16DEEBADC59DF12DCE1D8A77F99AA,2021-01-20 09:20:42.285080064,B,4,49,49,19130,0,N,N,N
RM,AA28F4D1AD0EB174C2EBD720642C8808,2021-01-20 09:20:42.285080064,S,1,93,93,19970,0,N,N,N
RM,5F90F126301A89516E362D20FD968D30,2021-01-20 09:20:43.373886208,B,1,0,1,0,0,Y,N,N
RM,FFDD6B1FFE4BA53DCAA491E5BCE6DC4B,2021-01-20 09:20:45.285110528,B,1,90,90,18875,0,N,N,N
RM,964282B06A2FB4CE924A68F5B1CF1665,2021-01-20 09:20:45.437744128,B,1,0,1,0,0,Y,N,N
RM,9853A9FC6B4F7598DA8564B90AD795F9,2021-01-20 09:20:46.949798656,B,4,0,500,19130,0,N,N,N
RM,141F043BB54661D1F15A853B8896266A,2021-01-20 09:20:50.240982016,B,1,0,1,0,0,Y,N,N
RM,75C1D9D48EFDB88FB96DBCB810650516,2021-01-20 09:20:52.108810496,B,1,0,100,18920,0,N,N,N
RM,51A4E40E987315AAFA3B6FE61453009E,2021-01-20 09:20:55.035095296,B,1,100,100,18705,0,N,N,N
RM,7D0149DF217CF1CED5D4F416B67B2358,2021-01-20 09:20:55.653503488,S,1,0,500,20100,0,N,N,N
RM,FDA9A363E1E78FDE1253244D14C41E61,2021-01-20 09:20:57.588363520,B,1,0,2,0,0,Y,N,N
RM,9DE1E782728734C28FFA6A8639CF683B,2021-01-20 09:20:59.362762496,B,1,0,2,0,0,Y,N,N
RM,1FF48EBF596B190B43F3FAC4D05F7CFF,2021-01-20 09:21:01.498733568,B,1,0,2,0,0,Y,N,N
RM,C8520EC92AECF4D4270C052302C21ACD,2021-01-20 09:21:02.744476416,B,1,0,1,0,0,Y,N,N
RM,10766E62D035B0C0C8F536B5C9F597E3,2021-01-20 09:21:33.532867328,B,1,100,1000,19300,0,N,N,N
RM,EAB7E437045E823E768AAB055CB382CB,2021-01-20 09:21:33.532989440,S,3,92,92,19375,0,N,N,N
RM,55F16DEEBADC59DF12DCE1D8A77F99AA,2021-01-20 09:21:34.785156352,B,4,49,49,19305,0,N,N,N
RM,9AD98B409C33FB6D5A3BF91BDD0967CF,2021-01-20 09:21:34.785171456,S,3,97,97,19460,0,N,N,N
RM,0E62185B0DC80BF5B36118E00F2AABFA,2021-01-20 09:21:36.778869504,B,1,0,550,19100,0,N,N,N
RM,80707B36DC0D0EACF715D9B1F5D4D158,2021-01-20 09:21:39.285095168,S,1,100,100,19460,0,N,N,N
RM,0944BEDC8B5A8303DF195C3AE4D304E8,2021-01-20 09:21:39.285110528,S,1,100,100,20140,0,N,N,N
RM,584058E43E12746F93817AD03A28800F,2021-01-20 09:21:39.285186816,S,1,108,108,20225,0,N,N,N
RM,C66897A444B6EAFB10D3F6E395344348,2021-01-20 09:21:45.025131264,B,1,200,2000,18525,0,N,N,N
RM,7C3819832AF47354C7E492D7B6AD3D5A,2021-01-20 09:21:50.535110400,S,1,90,90,20140,0,N,N,N
RM,32C836AB69E2EB9144AA0B72B4DC6CA3,2021-01-20 09:21:52.785095168,S,1,110,110,20225,0,N,N,N
RM,80707B36DC0D0EACF715D9B1F5D4D158,2021-01-20 09:21:57.285110528,S,3,100,100,19460,0,N,N,N
RM,4C30510989474C3ACB516DC0DF10B4EC,2021-01-20 09:21:58.785064704,S,1,91,91,19460,0,N,N,N
RM,62A6E9C4396D9F7D2783FF80F711235B,2021-01-20 09:21:58.785171456,S,1,20,20,19375,0,N,N,N
RM,55F16DEEBADC59DF12DCE1D8A77F99AA,2021-01-20 09:21:58.785186816,B,3,49,49,19305,0,N,N,N
RM,1BD88A404BC1EC08B98AE4C63323BDA4,2021-01-20 09:21:58.785232640,B,1,110,110,18960,0,N,N,N
RM,58147F06A6C058B34014F666F0E0E15A,2021-01-20 09:21:58.786239744,B,1,104,104,19130,0,N,N,N
